🐼lalala👉恭喜,#genre#
CCTV7,http://118.81.96.9:9999/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://121.19.134.190:808/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://121.19.134.48:808/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://123.132.234.158:8154/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://123.138.216.44:9902/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://123.139.57.170:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV7,http://123.154.30.205:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV7,http://123.154.30.59:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV7,http://123.183.24.83:6666/tsfile/live/0007_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://124.165.251.82:9999/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://124.231.212.9:9999udp://@228.1.1.118:6118
CCTV7,http://124.231.215.166:9999udp://@228.1.1.118:6118
CCTV7,http://211.142.224.62:2023rtp://239.1.0.124:1025
CCTV7,http://219.135.208.218:8083/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://219.137.29.213:4433/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV7,http://219.144.185.82:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://220.180.109.207:9902/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV7,http://221.226.4.10:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://222.173.134.150:8888/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://222.71.189.186:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://222.89.107.42:9876/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://222.92.7.170:3333/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://222.92.7.170:3334/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://223.112.219.174:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://39.164.222.163:888udp://@224.1.1.7:10007
CCTV7,http://42.49.189.17:9008/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://43.139.34.228:8008/home/storager/5d15c3b7-6bab-4199-b2cb-5fe83ace2b64/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://43.139.34.228:8008udp://@224.1.1.35:5027
CCTV7,http://49.234.31.101:7004udp://@224.9.2.29:5000
CCTV7,http://58.210.23.42:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://59.48.75.130:3052/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://59.62.8.250:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://61.136.67.238:50085/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://61.170.164.195:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://61.54.14.232:9801udp://@227.1.2.79:10468
CCTV7,http://www.zhongyunkj.com:58008/paiptv/cctv7.m3u8
CCTV8,http://103.48.232.8:8008/paiptv/CCTV-8.m3u8
CCTV8,http://106.52.31.219:9901aaaaaaaa
CCTV8,http://111.225.112.123:808/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://111.225.115.13:808/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://111.33.89.26:9901rtp://224.2.5.132:8132
CCTV8,http://112.6.117.141:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://113.135.194.13:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://113.195.162.70:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV8,http://113.201.61.98:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV8,http://113.218.218.5:8001/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://113.57.103.216:9000/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://113.66.7.73:4433/tsfile/live/0008_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV8,http://115.171.86.251:9901/tsfile/live/16007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://116.21.123.204:4433/tsfile/live/0008_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV8,http://118.81.81.159:9999/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://118.81.96.9:9999/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://121.19.134.190:808/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://121.19.134.48:808/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://123.132.234.158:8154/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://123.138.216.44:9902/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://123.139.57.170:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV8,http://123.154.30.205:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV8,http://123.154.30.59:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV8,http://123.183.24.83:6666/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://124.165.251.82:9999/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://124.231.212.9:9999udp://@228.1.1.8:6008
CCTV8,http://124.231.215.166:9999udp://@228.1.1.8:6008
CCTV8,http://211.142.224.62:2023hrtp://239.1.0.125:1025
CCTV8,http://219.135.208.218:8083/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://219.137.29.213:4433/tsfile/live/0008_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV8,http://219.144.185.82:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://221.226.4.10:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://222.173.134.150:8888/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://222.71.189.186:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://222.89.107.42:9876/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://222.92.7.170:3333/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://222.92.7.170:3334/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://223.112.219.174:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV8,http://39.164.222.163:888udp://@224.1.1.8:10008
CCTV8,http://42.49.189.17:9008/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://43.139.34.228:8008/home/storager/5d15c3b7-6bab-4199-b2cb-5fe83ace2b64/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://43.139.34.228:8008udp://@224.1.1.36:5028
CCTV8,http://49.234.31.101:7004udp://@224.9.2.30:5000
CCTV8,http://58.210.23.42:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://59.48.75.130:3052/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://59.62.8.250:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://61.136.172.236:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://61.136.67.238:50085/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://61.170.164.195:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://61.54.14.232:9801udp://@227.1.2.144:10882
CCTV8,http://www.zhongyunkj.com:58008/paiptv/cctv8.m3u8
CCTV8纪录,http://112.6.117.141:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://103.48.232.8:8008/paiptv/CCTV-9.m3u8
CCTV9,http://106.52.31.219:9901aaaaaaaa
CCTV9,http://111.225.112.123:808/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://111.225.115.13:808/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://111.33.89.26:9901rtp://224.2.5.177:8177
CCTV9,http://113.135.194.13:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://113.195.162.70:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV9,http://113.201.61.98:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV9,http://113.218.218.5:8001/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://113.57.103.216:9000/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://113.66.7.73:4433/tsfile/live/0009_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV9,http://115.171.86.251:9901/tsfile/live/16008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://116.21.123.204:4433/tsfile/live/0009_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV9,http://118.81.81.159:9999/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://118.81.96.9:9999/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://121.19.134.190:808/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://121.19.134.48:808/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://123.132.234.158:8154/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://123.138.216.44:9902/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://123.139.57.170:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV9,http://123.154.30.59:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV9,http://123.183.24.83:6666/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://124.165.251.82:9999/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://124.231.212.9:9999udp://@228.1.1.9:6009
CCTV9,http://124.231.215.166:9999udp://@228.1.1.9:6009
CCTV9,http://192.168.20.200:8008/paiptv/CCTV9.m3u8
CCTV9,http://219.135.208.218:8083/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://219.137.29.213:4433/tsfile/live/0009_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV9,http://219.144.185.82:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://220.180.109.207:9902/tsfile/live/0009_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV9,http://221.226.4.10:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://222.173.134.150:8888/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://222.89.107.42:9876/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://222.92.7.170:3333/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://222.92.7.170:3334/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://223.112.219.174:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV9,http://39.164.222.163:888udp://@224.1.1.9:10009
CCTV9,http://42.49.189.17:9008/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://43.139.34.228:8008/home/storager/5d15c3b7-6bab-4199-b2cb-5fe83ace2b64/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://43.139.34.228:8008udp://@224.1.1.37:5029
CCTV9,http://49.234.31.101:7004udp://@224.9.2.31:5000
CCTV9,http://58.210.23.42:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://59.44.10.113:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://59.48.75.130:3052/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://59.62.8.250:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://61.136.172.236:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://61.136.67.238:50085/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://61.54.14.232:9801udp://@227.1.2.80:10474
CCTV9,http://www.zhongyunkj.com:58008/paiptv/cctv9.m3u8
CCTVCCTV台球,http://43.139.34.228:8008udp://@224.1.1.128:5120
CCTV台球,http://106.52.31.219:9901aaaaaaaa
CCTV台球,http://111.33.89.26:9901udp://@224.2.2.197:7000
CCTV台球,http://124.238.110.140:9999udp://@224.254.201.171:7176
CCTV少儿,http://112.6.117.141:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV怀旧剧场,http://111.225.115.13:808/tsfile/live/1035_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV怀旧剧场,http://121.19.134.48:808/tsfile/live/1035_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV怀旧剧场,http://43.139.34.228:8008udp://@224.1.1.124:5116
CCTV文化tel,http://112.6.117.141:9901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV文化精品,http://106.52.31.219:9901aaaaaaaa
CCTV文化精品,http://111.33.89.26:9901udp://@224.2.2.196:7000
CCTV新影老故事,http://43.139.34.228:8008udp://@224.1.1.117:5109
CCTV第一剧场,http://111.225.115.13:808/tsfile/live/1033_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV第一剧场,http://121.19.134.48:808/tsfile/live/1033_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV第一剧场,http://43.139.34.228:8008udp://@224.1.1.127:5119
CCTV英语新闻,http://111.33.89.26:9901rtp://224.2.5.16:6016
CCTV风云剧场,http://111.225.115.13:808/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV风云剧场,http://121.19.134.48:808/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV风云剧场,http://43.139.34.228:8008udp://@224.1.1.126:5118
CCTV风云足球,http://111.225.115.13:808/tsfile/live/1037_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV风云足球,http://121.19.134.48:808/tsfile/live/1037_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV风云足球,http://43.139.34.228:8008udp://@224.1.1.125:5117
CCTV风云音乐,http://111.225.115.13:808/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV风云音乐,http://121.19.134.48:808/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV风云音乐,http://43.139.34.228:8008udp://@224.1.1.123:5115
CETV,http://113.195.162.70:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=0&authid=0
CETV1,http://111.225.112.123:808/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0
CETV1,http://121.19.134.190:808/tsfile/live/1035_1.m3u8?key=txiptv&playlive=1&authid=0
CETV1,http://61.54.14.232:9801udp://@225.1.2.94:10558
CETV2,http://111.225.112.123:808/tsfile/live/1037_1.m3u8?key=txiptv&playlive=1&authid=0
CETV2,http://111.225.115.13:808/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&authid=0
CETV2,http://121.19.134.190:808/tsfile/live/1038_1.m3u8?key=txiptv&playlive=1&authid=0
CETV2,http://121.19.134.48:808/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&authid=0
CETV2,http://124.238.110.140:9999udp://@239.254.200.226:6260
CETV4,http://111.225.112.123:808/tsfile/live/1038_1.m3u8?key=txiptv&playlive=1&authid=0
CETV4,http://111.225.115.13:808/tsfile/live/1030_1.m3u8?key=txiptv&playlive=1&authid=0
CETV4,http://121.19.134.190:808/tsfile/live/1039_1.m3u8?key=txiptv&playlive=1&authid=0
CETV4,http://121.19.134.48:808/tsfile/live/1030_1.m3u8?key=txiptv&playlive=1&authid=0
CETV4,http://124.238.110.140:9999udp://@239.254.200.227:6261
CGTN,http://123.139.57.170:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=0&authid=0
CGTN,http://123.183.24.83:6666/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CGTN,http://222.71.189.186:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CHC动作电影,http://111.33.89.26:9901udp://@224.2.2.209:7000
CHC动作电影,http://39.164.222.163:888udp://@224.1.1.115:10115
CHC动作电影,http://43.139.34.228:8008udp://@224.1.1.56:5048
CHC动作电影,http://www.zhongyunkj.com:58008/paiptv/DZDY.m3u8
CHC家庭影院,http://111.33.89.26:9901udp://@224.2.2.207:7000
CHC家庭影院,http://39.164.222.163:888udp://@224.1.1.114:10114
CHC家庭影院,http://43.139.34.228:8008udp://@224.1.1.55:5047
CHC电影,http://39.164.222.163:888udp://@224.1.1.116:10116
CHC电影,http://43.139.34.228:8008udp://@224.1.1.54:5046
CHC电影,http://www.zhongyunkj.com:58008/paiptv/CHCDY.m3u8
EETV生态环境,http://43.139.34.228:8008udp://@224.1.1.130:5122
GGTN英语,http://106.52.31.219:9901aaaaaaaa
IPTV3+,http://39.164.222.163:888udp://@224.1.1.77:10077
IPTV3+,http://43.139.34.228:8008udp://@224.1.1.106:5098
IPTV5+,http://111.33.89.26:9901udp://@224.2.2.243:7000
IPTV5+,http://39.164.222.163:888udp://@224.1.1.78:10078
IPTV5+体育,http://43.139.34.228:8008udp://@224.1.1.101:5093
IPTV6+,http://39.164.222.163:888udp://@224.1.1.79:10079
IPTV6+,http://43.139.34.228:8008udp://@224.1.1.107:5099
IPTV8+,http://39.164.222.163:888udp://@224.1.1.80:10080
IPTV8+,http://43.139.34.228:8008udp://@224.1.1.108:5100
IPTV少儿动画,http://43.139.34.228:8008udp://@224.1.1.115:5107
IPTV法治,http://43.139.34.228:8008udp://@224.1.1.112:5104
IPTV热播剧场,http://43.139.34.228:8008udp://@224.1.1.116:5108
IPTV相声小品,http://43.139.34.228:8008udp://@224.1.1.110:5102
IPTV经典电影,http://43.139.34.228:8008udp://@224.1.1.100:5092
IPTV谍战剧场,http://43.139.34.228:8008udp://@224.1.1.132:5124
IPTV足球,http://111.33.89.26:9901udp://@224.2.2.194:7000
IPTV野外,http://43.139.34.228:8008udp://@224.1.1.111:5103
IPTV魅力时尚,http://43.139.34.228:8008udp://@224.1.1.113:5105
KAKU少儿Tel,http://112.6.117.141:9901/tsfile/live/1024_1.m3u8?key=txiptv&playlive=0&authid=0
L上海卫视,http://111.33.89.26:9901rtp://@225.1.2.31:5002
L内蒙古卫视,http://111.33.89.26:9901rtp://@225.1.1.32:5002
L吉林卫视,http://111.33.89.26:9901rtp://@225.1.2.26:5002
L四川卫视,http://111.33.89.26:9901rtp://@225.1.1.123:5002
L安徽卫视,http://111.33.89.26:9901rtp://@225.1.1.127:5002
L新疆卫视,http://111.33.89.26:9901rtp://@225.1.1.35:5002
L江西卫视,http://111.33.89.26:9901rtp://@225.1.2.29:5002
L浙江卫视,http://111.33.89.26:9901rtp://@225.1.1.112:5002
L深圳卫视,http://111.33.89.26:9901rtp://@225.1.1.117:5002
L湖北卫视,http://111.33.89.26:9901rtp://@225.1.1.147:5002
L湖南卫视,http://111.33.89.26:9901rtp://@225.1.1.114:5002
QTV1,http://112.6.117.141:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
QTV2,http://112.6.117.141:9901/tsfile/live/0017_1.m3u8?key=txiptv&playlive=1&authid=0
QTV3,http://112.6.117.141:9901/tsfile/live/0018_1.m3u8?key=txiptv&playlive=1&authid=0
QTV4,http://112.6.117.141:9901/tsfile/live/1055_1.m3u8?key=txiptv&playlive=1&authid=0
QTV5,http://112.6.117.141:9901/tsfile/live/1056_1.m3u8?key=txiptv&playlive=1&authid=0
QTV6,http://112.6.117.141:9901/tsfile/live/1057_1.m3u8?key=txiptv&playlive=1&authid=0
TVB星河,http://49.234.31.101:7004udp://@224.9.2.8:5000
TV—B,http://43.139.34.228:8008udp://@224.1.1.18:5010
♢CCTV1,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000152
♢CCTV10,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000480
♢CCTV11,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000583
♢CCTV12,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000482
♢CCTV13,http://10.60.198.28:8114/AHBKLIVE/00000001000000050000000000000602?FvSeid=705b59a83d08267e&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=961845&Fsv_chan_hls_se_idx=3&Fsv_TBt=8501552&Fsv_ShiftEnable=1&Fsv_ShiftTsp=3&Fsv_SV_PARAM1=0&Fsv_otype=0&Provider_id=AHBKLIVE&Pcontent_id=00000001000000050000000000000602&Fsv_CMSID=AHBK
♢CCTV14,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000483
♢CCTV15,http://10.60.198.9:8114/AHBKLIVE/00000001000000050000000000000587?FvSeid=7058aa58cb9a09cf&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=961833&Fsv_chan_hls_se_idx=0&Fsv_TBt=8201000&Fsv_ShiftEnable=1&Fsv_ShiftTsp=60&Fsv_SV_PARAM1=0&Fsv_otype=0&Provider_id=AHBKLIVE&Pcontent_id=00000001000000050000000000000587&Fsv_CMSID=AHBK
♢CCTV17,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000580
♢CCTV2,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000477
♢CCTV3,http://10.60.198.27:8114/AHBKLIVE/11111120220816000000000000000001?FvSeid=705b56b6c68877e4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=961938&Fsv_chan_hls_se_idx=24&Fsv_TBt=8000456&Fsv_ShiftEnable=1&Fsv_ShiftTsp=3&Fsv_SV_PARAM1=0&Fsv_otype=0&Provider_id=AHBKLIVE&Pcontent_id=11111120220816000000000000000001&Fsv_CMSID=AHBK
♢CCTV4,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000573
♢CCTV5+,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000153
♢CCTV5,http://10.60.198.28:8114/AHBKLIVE/11111120220816000000000000000003?FvSeid=705b5824a5b64eac&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=961939&Fsv_chan_hls_se_idx=25&Fsv_TBt=8000456&Fsv_ShiftEnable=1&Fsv_ShiftTsp=3&Fsv_SV_PARAM1=0&Fsv_otype=0&Provider_id=AHBKLIVE&Pcontent_id=11111120220816000000000000000003&Fsv_CMSID=AHBK
♢CCTV6,http://10.60.198.6:8114/AHBKLIVE/11111120220816000000000000000005?FvSeid=705b586d710b1443&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=961940&Fsv_chan_hls_se_idx=23&Fsv_TBt=8000456&Fsv_ShiftEnable=1&Fsv_ShiftTsp=3&Fsv_SV_PARAM1=0&Fsv_otype=0&Provider_id=AHBKLIVE&Pcontent_id=11111120220816000000000000000005&Fsv_CMSID=AHBK
♢CCTV7,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000485
♢CCTV8,http://10.60.198.2:8114/AHBKLIVE/11111120220816000000000000000007?FvSeid=7058a8e42fbe9a18&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=961941&Fsv_chan_hls_se_idx=22&Fsv_TBt=8001200&Fsv_ShiftEnable=1&Fsv_ShiftTsp=3&Fsv_SV_PARAM1=0&Fsv_otype=0&Provider_id=AHBKLIVE&Pcontent_id=11111120220816000000000000000007&Fsv_CMSID=AHBK
♢CCTV9,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000478
♢CETV1,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000463
♢CETV2,http://10.255.126.3:8006/AHBKLIVE/00005000000000000000000000000251
♢CETV4,http://10.255.126.3:8006/AHBKLIVE/00005000000000000000000000000252
♢IPTV3+,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000104
♢IPTV6+,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000107
♢IPTV8+,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000146
♢三沙卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000589
♢东南卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000075
♢东南卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000588
♢云南卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000060
♢光影,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000516
♢兵团卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000462
♢内蒙古卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000098
♢军事,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000507
♢军旅剧场,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000500
♢动作影院,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000525
♢动画,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000512
♢北京卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000194
♢卡酷动画,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000150
♢厦门卫视,http://10.255.126.3:8006/AHBKLIVE/00005000000000000000000000000244
♢古装剧场,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000501
♢台球,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000518
♢吉林卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000091
♢喜剧影院,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000524
♢嘉佳卡通,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000448
♢四川卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000069
♢国学,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000509
♢地理,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000498
♢墨宝,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000515
♢天津卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000266
♢好学生,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000513
♢宁夏卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000082
